path,line_count
"Tools/validation/heap_exchange/task_ingress_contract_smoke/cli.py",97
"Tools/validation/heap_final_proposals/test_composer_decision/cli.py",170
"Tools/validation/heap_final_proposals/test_proposal_gate/cli.py",133
"Tools/validation/heap_provider/budget_governor_smoke/cli.py",134
"Tools/validation/heap_provider/invocation_contract_smoke/cli.py",190
"Tools/validation/heap_provider/peer_review_events_scope_smoke/cli.py",198
"Tools/validation/heap_runtime/code_execution_tool_smoke/cli.py",309
"Tools/validation/heap_runtime/completeness_gate_contract.py",44
"Tools/validation/heap_runtime/completeness_gate_smoke/cli.py",360
"Tools/validation/heap_runtime/completeness_gate_smoke/process_watch.py",93
"Tools/validation/heap_runtime/launcher_command_smoke/cli.py",248
"Tools/validation/heap_runtime/run_heap_file_backed_request_startup_smoke/cli.py",147
"Tools/validation/heap_runtime/run_heap_final_readable_product_smoke/cli.py",382
"Tools/validation/heap_runtime/run_heap_gate_terminal_invariants_smoke/cli.py",132
"Tools/validation/heap_runtime/run_heap_negative_preview_rewrite_contract_smoke/cli.py",75
"Tools/validation/heap_runtime/run_heap_source_allowlist_contract_smoke/cli.py",154
"Tools/validation/heap_runtime/run_heap_source_anchor_priority_smoke/cli.py",80
"Tools/validation/heap_runtime/run_heap_startup_context_ingestion_smoke/cli.py",353
"Tools/validation/heap_runtime/virtual_dev_environment_smoke/cli.py",218
"Tools/validation/patch_product/patch_notes_quality_product_smoke/cases.py",195
"Tools/validation/patch_product/patch_notes_quality_product_smoke/fixtures.py",88
"Tools/validation/patch_product/patch_notes_quality_product_smoke/runner.py",30
"Tools/validation/patch_product/patch_suggestion_bundle_apply_smoke/cli.py",239
"Tools/validation/patch_product/run_code_edit_proposal_smoke/cli.py",188
"Tools/validation/patch_product/run_patch_candidate_synthesis_smoke/cli.py",158
"Tools/validation/patch_product/run_patchkit_smoke/cli.py",277
"Tools/validation/patch_product/task_patch_suggestion_markdown_authoring_smoke/cli.py",170
"Tools/validation/patch_product/task_patch_suggestion_runtime_deferral_smoke/cli.py",89
"Tools/validation/pipeline/ai_pipeline_modules/cli.py",285
"Tools/validation/pipeline/check_ai_model_json/cli.py",153
"Tools/validation/pipeline/dry_run_matrix_cases/cli.py",167
"Tools/validation/pipeline/dry_run_matrix_contract/cli.py",335
"Tools/validation/pipeline/npu_pipeline_modules_check/boundary.py",112
"Tools/validation/pipeline/npu_pipeline_modules_check/imports.py",61
"Tools/validation/pipeline/test_npu_pipeline_helpers/cli.py",345
"Tools/validation/provider_mesh/check_provider_result_parsing/cli.py",78
"Tools/validation/provider_mesh/gpu_planner_json_contract_smoke/cli.py",273
"Tools/validation/provider_mesh/gpu_runner_provider_error_smoke/cli.py",168
"Tools/validation/provider_mesh/npu_micro_task_companion_smoke/cli.py",60
"Tools/validation/provider_mesh/npu_tool_request_contract_smoke/cli.py",97
"Tools/validation/provider_mesh/ollama_tool_gateway_smoke/cli.py",135
"Tools/validation/provider_mesh/openvino_peer_topology_contract/cli.py",263
"Tools/validation/provider_mesh/orchestrator_direct_gpu_counter_smoke/cli.py",174
"Tools/validation/provider_mesh/run_observable_peer_activity_contract_smoke/cli.py",325
"Tools/validation/real_product/intrinsic_capability_contract/cli.py",139
"Tools/validation/real_product/preflight_gate/cli.py",365
"Tools/validation/real_product/preflight_gate_smoke/cli.py",128
"Tools/validation/real_product/profile_smoke/cli.py",99
"Tools/validation/real_product/runtime_mesh_contract/cli.py",247
"Tools/validation/real_product/single_entry_exit_smoke/cli.py",72
"Tools/validation/repository_product/github_evidence_bundle/cli.py",328
"Tools/validation/repository_product/prepare_review_pr_auto_include_smoke/cli.py",191
"Tools/validation/repository_product/prepare_review_pr_flag_smoke/cli.py",258
"Tools/validation/repository_product/repository_change_proposals_runtime_evidence_smoke/cli.py",275
"Tools/validation/repository_product/repository_consistency_map_smoke/cli.py",208
"Tools/validation/repository_product/review_pr_prepare_args_smoke/cli.py",210
"Tools/validation/repository_product/review_pr_product_readiness/cli.py",168
"Tools/validation/repository_product/review_pr_product_readiness_smoke/cli.py",253
"Tools/validation/runtime_tool/agent_runtime_tool_broker_smoke/cli.py",257
"Tools/validation/runtime_tool/broker_dispatch_alignment/cli.py",149
"Tools/validation/runtime_tool/check_artifact_domain_registry/cli.py",58
"Tools/validation/runtime_tool/gpu_runtime_tool_bootstrap_smoke/cli.py",248
"Tools/validation/runtime_tool/npu_runtime_tool_context_smoke/cli.py",195
"Tools/validation/runtime_tool/npu_runtime_tool_execution_smoke/cli.py",161
"Tools/validation/runtime_tool/npu_runtime_tool_fallback_smoke/cli.py",151
"Tools/validation/runtime_tool/orchestrator_gpu_runtime_tool_routing_smoke/cli.py",159
"Tools/validation/runtime_tool/run_agent_runtime_debug_lab_smoke/cli.py",191
"Tools/validation/runtime_tool/run_provider_tool_loop_smoke/cli.py",180
"Tools/validation/runtime_tool/run_runtime_file_refs_smoke/cli.py",100
"Tools/validation/runtime_tool/runtime_tool_feedback_loop_smoke/cli.py",155
"Tools/validation/runtime_tool/runtime_tool_guidance_fallback_smoke/cli.py",213
"Tools/validation/runtime_universe/run_runtime_hardcode_guard_smoke/cli.py",153
"Tools/validation/runtime_universe/run_runtime_heap_sqlite_sidecar_smoke/cli.py",232
"Tools/validation/runtime_universe/runtime_universe_smoke/cli.py",53
"Tools/validation/runtime_universe/unified_chain_contract/common.py",137
"Tools/validation/runtime_universe/unified_chain_contract_args_smoke/cli.py",163
"Tools/validation/runtime_universe/unified_observer_extended_smoke/cli.py",147
"Tools/validation/runtime_universe/unified_run_observer_smoke/cli.py",71
"Tools/validation/schema_repair/context_smoke/cli.py",151
"Tools/validation/schema_repair/retry_smoke/cli.py",164
"Tools/validation/workflow_run/operator_product_launcher_smoke/cli.py",243
"Tools/workflow/_powershell/run_agent_review_full_toolbox_decision_loop_integrated.ps1",281
"Tools/workflow/_powershell/run_ai_cycle_startup_preflight.ps1",371
"Tools/workflow/_powershell/run_full_memory_tool_regeneration.ps1",344
"Tools/workflow/_powershell/run_local_ai_core_tool_activation.ps1",322
"Tools/workflow/_powershell/run_local_ai_task_via_pipeline.ps1",291
"Tools/workflow/_powershell/run_local_validation_after_refactor.ps1",270
"Tools/workflow/_powershell/run_parallel_ai_provider_multistep.ps1",145
"Tools/workflow/_powershell/run_post_validation_ai_packet.ps1",150
"Tools/workflow/gui/workflow_gui_modern.py",207
"Tools/workflow/run_agent_review_full_toolbox_decision_loop/py_engine.py",385
"Tools/workflow/run_agent_review_full_toolbox_decision_loop/py_mesh_common.py",95
"Tools/workflow/run_agent_review_full_toolbox_decision_loop/py_mesh_peer.py",356
"Tools/workflow/run_agent_review_full_toolbox_decision_loop/py_mesh_provider.py",309
"Tools/workflow/run_agent_review_full_toolbox_decision_loop/py_patch_notes.py",59
"Tools/workflow/run_agent_review_full_toolbox_decision_loop/py_product_bundle.py",293
"Tools/workflow/run_agent_review_full_toolbox_decision_loop/py_product_core.py",166
"Tools/workflow/run_agent_review_full_toolbox_decision_loop/py_product_evidence.py",206
"Tools/workflow/run_local_ai_task_via_pipeline/enrichment.ps1",135
"Tools/workflow/run_local_ai_task_via_pipeline/evidence.ps1",50
"Tools/workflow/run_local_ai_task_via_pipeline/validation.ps1",149
"Tools/workflow/run_unified_local_ai_refactor/part-002_sections/section-002.ps1",178
"Tools/workflow/run_unified_local_ai_refactor/part-003_sections/section-001.ps1",285
"Tools/workflow/run_unified_local_ai_refactor/part-003_sections/section-002.ps1",186
"Tools/workflow/run_unified_local_ai_refactor/part-004_sections/section-001.ps1",257
"Tools/workflow/run_unified_local_ai_refactor/part-004_sections/section-002.ps1",230
"Tools/workflow/run_unified_local_ai_refactor/part-005.ps1",127
"Tools/workflow/workflow_run/audio_analysis/context_bridge.py",67
"Tools/workflow/workflow_run/scene_brief_core/chat_reply.py",90
"Tools/workflow/workflow_run/startup_check_core/common.py",173
"Tools/workflow/workflow_run/workflow_core/state.py",261
"Tools\ai\__init__.py",17
"Tools\ai\__main__.py",5
"Tools\ai\dispatch.py",4
"Tools\ai\TOOL_CONTEXT.md",4
"Tools\npu\__init__.py",1
"Tools\npu\__main__.py",5
"Tools\npu\_powershell\run_npu_context.ps1",207
"Tools\npu\_powershell\TOOL_CONTEXT.md",20
"Tools\npu\CONTEXT_INDEX.md",11
"Tools\npu\dispatch.py",36
"Tools\npu\dual_ai_pipeline\__init__.py",6
"Tools\npu\pipeline\__init__.py",6
"Tools\npu\provider_mesh\__init__.py",6
"Tools\npu\README.md",27
"Tools\npu\TOOL_CONTEXT.md",64
"Tools\validation\core_refactor\__init__.py",1
"Tools\validation\core_refactor\import_compat_smoke\__init__.py",1
"Tools\validation\core_refactor\import_compat_smoke\cli.py",71
